SYSTEM,SYSTEM_TYPE,EXTRACT_DATE,PAID_DATE,DUE_DATE,POSTING_DATE,RECEIPT_DATE,ENTRY_DATE,INVOICE_DATE,INVOICE_NUMBER,INVOICE_LINE_NUMBER,INVOICE_HEADER_DESCRIPTION,INVOICE_LINE_DESCRIPTION,INVOICE_LINE_AMOUNT,INVOICE_LINE_CURRENCY,INVOICE_TYPE,EXCHANGE_RATE,POSTING_KEY,VOUCHER_NUMBER,CLEARING_DOCUMENT,DOCUMENT_NUMBER,DOCUMENT_LINE_NUMBER,DOCUMENT_TYPE,TRANSACTION_TYPE,SUPPLIER_NUMBER,SUPPLIER_NAME,SUPPLIER_TYPE,PREFERRED_SUPPLIER,SUPPLIER_ADDRESS_1,SUPPLIER_ADDRESS_2,SUPPLIER_ADDRESS_3,SUPPLIER_ADDRESS_4,SUPPLIER_ZIP,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_COUNTRY,SUPPLIER_REGION,TAX_NUMBER,ULTIMATE_PARENT,SUPPLIER_COMPLIANCE,BUYER,REQUISITIONER,APPROVER,PO_NUMBER,PO_DATE,PO_DESCRIPTION,PO_CURRENCY,PO_LINE_NUMBER,PO_LINE_DESCRIPTION,PO_UOM,PO_UNIT_COST,PO_QUANTITY,ITEM_NUMBER,ITEM_DESCRIPTION,ITEM_COST,QUANTITY,UOM,MANUFACTURERS_ITEM_DESCRIPTION,MANUFACTURERS_ITEM_NUMBER,PREFERRED_MANUFACTURER,PREFERRED_MANUFACTURER_ITEM_NUMBER,HISTORICAL_ITEM_COST,HISTORICAL_VOLUME,MATERIAL_GROUP,MATERIAL_GROUP_DESCRIPTION,PURCHASING_GROUP,PURCHASING_GROUP_DESCRIPTION,PURCHASING_ORG_CODE,PURCHASING_ORG_DESCRIPTION,PAYMENT_METHOD,PAYMENT_TERMS_CODE,PAYMENT_TERMS_DESCRIPTION,DISCOUNTED_TERMS,SUPPLIER_PAYMENT_TERMS_CODE,SUPPLIER_PAYMENT_TERMS_DESCRIPTION,COMPANY_NUMBER,COMPANY_NAME,COMPANY_CITY,COMPANY_STATE,COMPANY_COUNTRY,COMPANY_REGION,BUSINESS_UNIT,BUSINESS_UNIT_DESCRIPTION,COST_CENTER,COST_CENTER_DESCRIPTION,PROFIT_CENTER,PROFIT_CENTER_DESCRIPTION,ENTITY,ENTITY_DESCRIPTION,DIVISION,DIVISION_DESCRIPTION,DEPARTMENT,DEPARTMENT_DESCRIPTION,PLANT,PLANT_DESCRIPTION,ACCOUNT,ACCOUNT_DESCRIPTION,DISTRIBUTION_AMOUNT,CONTRACT_NUMBER,CONTRACT_START_DATE,CONTRACT_RENEWAL_DATE,CONTRACT_VALUE,CONTRACT_CURRENCY,CONTRACT_UNIT_COST,CONTRACT_NAME,CONTRACT_UOM,CONTRACT_VOLUME,GOVERNMENT_CLASSIFICATION,DIVERSITY_CLASSIFICATION,MCC,MCC_DESCRIPTION,EXPENSE_TYPE,INTERCOMPANY,EMPLOYEE,ADDRESSABLE,ASSET,ASSET_DESCRIPTION,COMMODITY_CODE,COMMODITY_CODE_DESCRIPTION,WBS_DESCRIPTION,WBS_ELEMENT,CATALOGUE,CUSTOMER_CATEGORY_1,CUSTOMER_CATEGORY_2,CUSTOMER_CATEGORY_3,CUSTOMER_CATEGORY_4,CUSTOMER_CATEGORY_5,CUSTOMER_CATEGORY_6,CUSTOMER_CATEGORY_7,CUSTOMER_CATEGORY_CODE,SIC_CODE,SIC_CODE_DESCRIPTION,INDUSTRY_CODE,INDUSTRY_CODE_DESCRIPTION,RISK_INDICATOR,RISK_FACTOR_1,RISK_FACTOR_2,RISK_FACTOR_3,RISK_FACTOR_4,RISK_FACTOR_5,RISK_FACTOR_6,RISK_FACTOR_7,RISK_FACTOR_8,RISK_FACTOR_9,RISK_FACTOR_10,ORG_HIERARCHY_1_CODE,ORG_HIERARCHY_1_DESCRIPTION,ORG_HIERARCHY_2_CODE,ORG_HIERARCHY_2_DESCRIPTION,ORG_HIERARCHY_3_CODE,ORG_HIERARCHY_3_DESCRIPTION,ORG_HIERARCHY_4_CODE,ORG_HIERARCHY_4_DESCRIPTION,ORG_HIERARCHY_5_CODE,ORG_HIERARCHY_5_DESCRIPTION,ORG_HIERARCHY_6_CODE,ORG_HIERARCHY_6_DESCRIPTION,ORG_HIERARCHY_7_CODE,ORG_HIERARCHY_7_DESCRIPTION,ORG_HIERARCHY_8_CODE,ORG_HIERARCHY_8_DESCRIPTION,ORG_HIERARCHY_9_CODE,ORG_HIERARCHY_9_DESCRIPTION,ORG_HIERARCHY_10_CODE,ORG_HIERARCHY_10_DESCRIPTION,ACCOUNT_HIERARCHY_1_CODE,ACCOUNT_HIERARCHY_1_DESCRIPTION,ACCOUNT_HIERARCHY_2_CODE,ACCOUNT_HIERARCHY_2_DESCRIPTION,ACCOUNT_HIERARCHY_3_CODE,ACCOUNT_HIERARCHY_3_DESCRIPTION,ACCOUNT_HIERARCHY_4_CODE,ACCOUNT_HIERARCHY_4_DESCRIPTION,ACCOUNT_HIERARCHY_5_CODE,ACCOUNT_HIERARCHY_5_DESCRIPTION,ACCOUNT_HIERARCHY_6_CODE,ACCOUNT_HIERARCHY_6_DESCRIPTION,ACCOUNT_HIERARCHY_7_CODE,ACCOUNT_HIERARCHY_7_DESCRIPTION,ACCOUNT_HIERARCHY_8_CODE,ACCOUNT_HIERARCHY_8_DESCRIPTION,ACCOUNT_HIERARCHY_9_CODE,ACCOUNT_HIERARCHY_9_DESCRIPTION,ACCOUNT_HIERARCHY_10_CODE,ACCOUNT_HIERARCHY_10_DESCRIPTION,ORG_ID,NAME,DISTRIBUTION_LINE_NUMBER,PO_LINE_CONGA_RECORD,DISTRIBUTION_AMOUNT_USD,CATEGORY_1,CATEGORY_2,CATEGORY_3,LINE_TYPE_LOOKUP_CODE
Receivables,,09122024,09172024,09122024,09012024,,09122024,09122024,5004684_8318490,1,"REFUND FROM LINKEDIN OVERPAYMENT 43,129.03 USD","REFUND FROM LINKEDIN OVERPAYMENT 43,129.03 USD",43129.03,USD,PAYMENT REQUEST,,,,,100125018,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_WIRE,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,43129.03,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,43129.03,,,,ITEM
Receivables,,09122024,09182024,09122024,09012024,,09122024,09122024,4973547_8318491,1,"REFUND FROM LINKEDIN OVERPAYMENT 55,843.60 USD","REFUND FROM LINKEDIN OVERPAYMENT 55,843.60 USD",55843.6,USD,PAYMENT REQUEST,,,,,100430396,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_US_CHECK,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,55843.6,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,55843.6,,,,ITEM
Receivables,,09122024,09172024,09122024,09012024,,09122024,09122024,4965899_8318497,1,REFUND FROM LINKEDIN OVERPAYMENT 712.50 USD,REFUND FROM LINKEDIN OVERPAYMENT 712.50 USD,712.5,USD,PAYMENT REQUEST,,,,,101696455,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_US_ACH,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,712.5,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,712.5,,,,ITEM
Receivables,,09122024,09162024,09122024,09012024,,09122024,09122024,5105659_8318507,1,"REFUND FROM LINKEDIN OVERPAYMENT 3,000.00 USD","REFUND FROM LINKEDIN OVERPAYMENT 3,000.00 USD",3000,USD,PAYMENT REQUEST,,,,,101695861,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_US_ACH,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,3000,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,3000,,,,ITEM
Receivables,,09172024,09202024,09172024,09012024,,09172024,09172024,4707794_8321510,1,"REFUND FROM LINKEDIN OVERPAYMENT 18,100.87 USD","REFUND FROM LINKEDIN OVERPAYMENT 18,100.87 USD",18100.87,USD,PAYMENT REQUEST,,,,,101698182,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_US_ACH,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,18100.87,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,18100.87,,,,ITEM
Receivables,,09172024,09202024,09172024,09012024,,09172024,09172024,5021363_8321512,1,"REFUND FROM LINKEDIN OVERPAYMENT 4,899.02 USD","REFUND FROM LINKEDIN OVERPAYMENT 4,899.02 USD",4899.02,USD,PAYMENT REQUEST,,,,,101698182,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_US_ACH,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,4899.02,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,4899.02,,,,ITEM
Receivables,,09182024,09232024,09182024,09012024,,09182024,09182024,7114222H2J49_8323484,1,"REFUND FROM LINKEDIN DUPLICATE PAYMENT 21,027.48 CAD","REFUND FROM LINKEDIN DUPLICATE PAYMENT 21,027.48 CAD",21027.48,CAD,PAYMENT REQUEST,0.72184,,,,100125074,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_WIRE,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,21027.48,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,15178.48,,,,ITEM
Receivables,,09042024,09102024,09042024,09012024,,09042024,09042024,72270507_8290884,1,"REFUND FROM LINKEDIN OVERPAYMENT 3,750.03 USD","REFUND FROM LINKEDIN OVERPAYMENT 3,750.03 USD",3750.03,USD,PAYMENT REQUEST,,,,,101693727,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_US_ACH,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,3750.03,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,3750.03,,,,ITEM
Receivables,,09122024,09172024,09122024,09012024,,09122024,09122024,4978435_8317910,1,"REFUND FROM LINKEDIN OVERPAYMENT 10,000.00 USD","REFUND FROM LINKEDIN OVERPAYMENT 10,000.00 USD",10000,USD,PAYMENT REQUEST,,,,,100430392,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_US_CHECK,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,10000,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,10000,,,,ITEM
Receivables,,09192024,09202024,09192024,09012024,,09192024,09192024,4614199_8283026,1,REFUND FROM LINKEDIN OVERPAYMENT 393.49 USD,REFUND FROM LINKEDIN OVERPAYMENT 393.49 USD,393.49,USD,PAYMENT REQUEST,,,,,100430410,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_US_CHECK,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,393.49,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,393.49,,,,ITEM
Receivables,,09122024,09172024,09122024,09012024,,09122024,09122024,773508_8318508,1,REFUND FROM LINKEDIN OVER PAYMENT 250.00 USD,REFUND FROM LINKEDIN OVER PAYMENT 250.00 USD,250,USD,PAYMENT REQUEST,,,,,100430390,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_US_CHECK,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,250,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,250,,,,ITEM
Receivables,,09122024,09172024,09122024,09012024,,09122024,09122024,769101_8318509,1,"REFUND FROM LINKEDIN OVER PAYMENT 2,031.75 USD","REFUND FROM LINKEDIN OVER PAYMENT 2,031.75 USD",2031.75,USD,PAYMENT REQUEST,,,,,100430390,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_US_CHECK,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,2031.75,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,2031.75,,,,ITEM
Receivables,,09192024,09202024,09192024,09012024,,09192024,09192024,VI10112262433_8283039,1,"REFUND FROM LINKEDIN OVERPAYMENT 3,000.00 USD","REFUND FROM LINKEDIN OVERPAYMENT 3,000.00 USD",3000,USD,PAYMENT REQUEST,,,,,101698176,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_US_ACH,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,3000,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,3000,,,,ITEM
Receivables,,09192024,09202024,09192024,09012024,,09192024,09192024,5011274_8283040,1,"REFUND FROM LINKEDIN OVERPAYMENT 41,506.29 USD","REFUND FROM LINKEDIN OVERPAYMENT 41,506.29 USD",41506.29,USD,PAYMENT REQUEST,,,,,100430431,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_US_CHECK,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,41506.29,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,41506.29,,,,ITEM
Receivables,,09192024,09202024,09192024,09012024,,09192024,09192024,5074270_8325516,1,"REFUND FROM LINKEDIN OVERPAYMENT 16,542.83 USD","REFUND FROM LINKEDIN OVERPAYMENT 16,542.83 USD",16542.83,USD,PAYMENT REQUEST,,,,,100430426,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_US_CHECK,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,16542.83,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,16542.83,,,,ITEM
Receivables,,09192024,,09192024,09012024,,09192024,09192024,7114193H3Y87_8325517,1,REFUND FROM LINKEDIN OVERPAYMENT 707.10 CAD,REFUND FROM LINKEDIN OVERPAYMENT 707.10 CAD,707.1,CAD,PAYMENT REQUEST,0.75389,,,,,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,707.1,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,533.08,,,,ITEM
Receivables,,09192024,09202024,09192024,09012024,,09192024,09192024,AX10112021846_8283041,1,"REFUND FROM LINKEDIN OVERPAYMENT 1,410.97 USD","REFUND FROM LINKEDIN OVERPAYMENT 1,410.97 USD",1410.97,USD,PAYMENT REQUEST,,,,,101698160,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_US_ACH,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,1410.97,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,1410.97,,,,ITEM
Receivables,,09192024,09202024,09192024,09012024,,09192024,09192024,4495104_8283051,1,"REFUND FROM LINKEDIN OVERPAYMENT 6,120.00 USD","REFUND FROM LINKEDIN OVERPAYMENT 6,120.00 USD",6120,USD,PAYMENT REQUEST,,,,,100430436,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_US_CHECK,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,6120,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,6120,,,,ITEM
Receivables,,09192024,09202024,09192024,09012024,,09192024,09192024,10696_8283056,1,"REFUND FROM LINKEDIN OVERPAYMENT 1,425.00 USD","REFUND FROM LINKEDIN OVERPAYMENT 1,425.00 USD",1425,USD,PAYMENT REQUEST,,,,,101698140,,PAYMENT REQUEST,,-222,-222,-222,,,,,,,,,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXLIN_BOA_US_ACH,Immediate,Immediate,,,,100,LinkedIn Corporation (US),,,,,,,100.0000,100 - Balance Sheet Block,,,,,,,0000,Balance Sheet Block,,,110040,Accounts Receivable - Unapplied Cash,1425,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D000, Department Group Structure,D094, NON OPS / BS,D1S0, Non Operating / Balance Sheet,D2S0, Non Operating / Balance Sheet,D3S0, Non Operating / Balance Sheet,D4S0, Non Operating / Balance Sheet,,,,,,,,,A00000, All Accounts,A10000, Asset,A21000, Current Assets,A30130," Accounts Receivable, Net",,,,,,,,,,,,,81,LinkedIn US,1,,1425,,,,ITEM
